population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Toute la population,1,Décès,101,Canada,1,Homme,17,60-64 ans,302,Maladies diarrhéiques,169,Tous les facteurs de risque,3,Taux,2023,0.15645675998006608,0.30673916035562343,0.07530999708664278
1,Toute la population,1,Décès,101,Canada,2,Femme,17,60-64 ans,302,Maladies diarrhéiques,169,Tous les facteurs de risque,3,Taux,2023,0.15947966883049983,0.3191804962301412,0.0801375399878312
1,Toute la population,1,Décès,101,Canada,1,Homme,25,50-69 ans,302,Maladies diarrhéiques,169,Tous les facteurs de risque,3,Taux,2023,0.13459728406632052,0.2598877865485395,0.06633249611786526
1,Toute la population,1,Décès,101,Canada,2,Femme,25,50-69 ans,302,Maladies diarrhéiques,169,Tous les facteurs de risque,3,Taux,2023,0.14347741358395355,0.28309515099798893,0.07220910625428656
1,Toute la population,1,Décès,101,Canada,1,Homme,41,50-74 ans,302,Maladies diarrhéiques,169,Tous les facteurs de risque,3,Taux,2023,0.2026367550841654,0.38638617052148017,0.09731231021657258
1,Toute la population,1,Décès,101,Canada,2,Femme,41,50-74 ans,302,Maladies diarrhéiques,169,Tous les facteurs de risque,3,Taux,2023,0.2106603421435209,0.4064921385554404,0.10191456231194229
1,Toute la population,1,Décès,101,Canada,1,Homme,158,< 20 ans,302,Maladies diarrhéiques,169,Tous les facteurs de risque,3,Taux,2023,0.15193794107199993,0.20757513717155157,0.11728361351049833
1,Toute la population,1,Décès,101,Canada,2,Femme,158,< 20 ans,302,Maladies diarrhéiques,169,Tous les facteurs de risque,3,Taux,2023,0.14355590111151972,0.1980725993116,0.09914822444888491
1,Toute la population,1,Décès,101,Canada,1,Homme,158,< 20 ans,381,Prématurité néonatale,169,Tous les facteurs de risque,3,Taux,2023,6.235103128223568,6.884879162298113,5.385209446065377
1,Toute la population,1,Décès,101,Canada,2,Femme,158,< 20 ans,381,Prématurité néonatale,169,Tous les facteurs de risque,3,Taux,2023,5.334401309625372,6.013106516448819,4.504265043771346
1,Toute la population,1,Décès,101,Canada,1,Homme,158,< 20 ans,382,Encéphalopathie néonatale due à l’asphyxie à la naissance et au traumatisme,169,Tous les facteurs de risque,3,Taux,2023,1.6569261253551935,1.96241051950326,1.3900396630835035
1,Toute la population,1,Décès,101,Canada,2,Femme,158,< 20 ans,382,Encéphalopathie néonatale due à l’asphyxie à la naissance et au traumatisme,169,Tous les facteurs de risque,3,Taux,2023,1.4136623094164096,1.7380827067012952,1.0849127077858922
1,Toute la population,1,Décès,101,Canada,1,Homme,158,< 20 ans,383,Septicémie néonatale et autres infections néonatales,169,Tous les facteurs de risque,3,Taux,2023,0.31621480481074393,0.3938402981560146,0.2570374886278689
1,Toute la population,1,Décès,101,Canada,2,Femme,158,< 20 ans,383,Septicémie néonatale et autres infections néonatales,169,Tous les facteurs de risque,3,Taux,2023,0.2336087498090921,0.3032715962751234,0.17828928617268472
1,Toute la population,1,Décès,101,Canada,1,Homme,158,< 20 ans,384,Maladie hémolytique et autre ictère néonatal,169,Tous les facteurs de risque,3,Taux,2023,0.007816471991134234,0.010923699127571074,0.004656060454700595
1,Toute la population,1,Décès,101,Canada,2,Femme,158,< 20 ans,384,Maladie hémolytique et autre ictère néonatal,169,Tous les facteurs de risque,3,Taux,2023,0.009068360298401523,0.01398918805356709,0.005466102534126124
1,Toute la population,1,Décès,101,Canada,1,Homme,158,< 20 ans,385,Autres troubles néonatals,169,Tous les facteurs de risque,3,Taux,2023,0.6937980612955154,0.8516034561275043,0.5493653173864856
1,Toute la population,1,Décès,101,Canada,2,Femme,158,< 20 ans,385,Autres troubles néonatals,169,Tous les facteurs de risque,3,Taux,2023,0.5815114845946705,0.7316383319624311,0.4402099008217713
1,Toute la population,1,Décès,101,Canada,1,Homme,8,15-19 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,6.7616136684548065e-06,1.3444473373369492e-05,7.957792475170324e-07
1,Toute la population,1,Décès,101,Canada,2,Femme,8,15-19 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,3.3267388824843496e-06,9.9271286407318e-06,2.4086911436192503e-07
